comment,sentiment
بعرف ليه ترفعون سعر الشحن مدبل دبل,negative
❤️❤️❤️❤️,positive
لقد قمت بترجيع الطلبيه وسحب المال من المحفظه ولكن لم يصل تحويل المال للان  تاخر استلام المبلغ شهر ونصف,negative
🔥❤️❤️😍,positive
❤️❤️❤️,positive
😍😍,positive
❤️❤️,positive
السلام عليكم استرجعت سلع ولم استرد المبلغ الى الان ؟؟,negative
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,positive
❤️❤️❤️❤️❤️,positive
❤️❤️❤️❤️❤️,positive
❤️❤️❤️❤️,positive
لو سمحتو سحبتو ع المسابقة ولالا؟؟ متى السحب ؟؟؟؟؟؟؟؟ ,negative
❤️❤️,positive
❤️❤️❤️,positive
❤️❤️❤️❤️,positive
❤️❤️❤️,positive
ليه أسعار المنتجات بالسله مختلفه عن الموقع؟؟,negative
من المؤالم جدا أنك تبحث عن الإنسانية في زمن ضاعت فيه الإنسانية والحميه والضمير ضاعت فيه الرحمه اخي باقي رحمه وشفقه اختك في حال ميعلم به الا الله وًّالَلَهَ الَعَظَيَمَ مَا كتَبَتَ هَذا الَمَنَاشَدَهَ غَيَرَ مَنَ الَضَيَقَ وّالَفَقَر يَاعَالَمَ حَسَوّا فَيَنَا ارَجَوّكمَ وّالَلَهَ الَعَظَيَمَ رَبَ الَعَرَشَ الَعَظَيَمَ انَه الَاكلَ مَا فَيَ عَنَدَيَ بَالَبَيَتَ وًّالَلَهَ يَا اخَوّانَيَ انَهَ اخَوًّنَيَ بَقَعَدَوًّ بَالَيَوًّمَيَنَ مَافَى اكلَ وًّالَلَهَ وًّضَعَنَا كثَيَرَ صَعَبَ نَحَنَ  نَفَرَ دَاخَلَ الَبَيَتَ وًّابَيَ مَتَوًّفَيَ وًّلَا يَوًّجَدَ مَنَ يَعَوًّلَ عَلَيَنَا وًّسَاكنَيَنَ فَيَ بَيَتَ اجَارَ لَانَسَتَطَيَعَ دَفَعَ الَاجَارَ الَلَيَ بَاقَيَ عَلَيَنَا انَيَ دخلة على الله ثمَّ عليكِ اني في وجه الله ثم في وجهك اني اترجاك اتوسل اليك تساعدني لوجه الله. الله يَأْخي منَ الصَبَاحُ حُتا الان يَحُرّم علينا الاكل غير الماء اني اقسم بالله العلي العظيم على كتاب الله اني بنت يتيمه من ومعي اخوان صغار اقسم بالله على كتاب الله ان اخوتي ماعاد يقدرو ينطقو بكلمة من شدت الجوع وبيتنا ايجار وصاحب البيت مقدر ضروفنا يريد الإجار او بيخرجنا إلى الشارع و اني اسالك بالله وانشدك بمحمد رسول الله يا اخي لوانت مسلم وتحب الخير انك تساعدني بقدر استطاعتك وايعوضك الله بكل خير فيااخي انت رجال إذا شفت اسرتك جاوعين تعمل المستحيل من اجل تامن لهم الاكل ولكن انابنت عيني بصيره ويدي قصيره ليس لي اب مثلك يسمح دمعتى ويحمينى من الذل والاهانة .🥺واخواني سغار ساعدنا انقذنا قبل أن يطردونا في الشارع نتبهدل او نموت من الجوع انا اقسم بالله الذي رفع سبع سموات بلا عمد وبسط الارض ومهداني لااكذب عليك بحرف من هذا الرساله واني ماطلبتك إلى من ضيق وقسوت الضروف والحال الذي احنافيه واني وأسرتي نسالك بالله لولك مقدره الامساعدتناانك ترسلي واتساب هذا رقمي  وتطلب اسمي الكامل في البطاقه وتحولنا عليه ولتاخر علينا احنا في اشد الحاجة والضروف القاسيه جزاك الله خير الجزاإأا🎉ا😢اا❤اا😢ا🎉اا❤ا😢ا😢لاا😢اا🎉ا🎉,negative
شاهي وحبوب 👏 يساعدعلي سد الشهيه ويرفع مستوي الحر_ق ويكسر ثبات الوز_ن,positive
چ الإبلاغ عن جحح,neutral
إنتو نزلو فديو السحب عشان الكل يشوف السحب ونعرف مين فاز مو كل مرة نشارك في المسابقات ولا نشوف فيديو السحب ولا حتى أسماء الفائزين  ,neutral
ليش ترفعون الاسعار في السله ؟,negative
❤️❤️,positive
❤️❤️❤️❤️🔥🔥🔥🔥😍😍😍😍,positive
جميل,positive
كيف الكاسة بدها تنظف سؤال🙂,neutral
وانتو تعرفون اننا نضيع فلوسنا على التوافه هاذي وساكتيين ؟؟,negative
Free Palestine 🇵🇸 🇵🇸🇵🇸 Don’t stop talking about the GENCIDE,neutral
طلبت  وانا ابغى دفعات  ونسيت اضغط ع تمارا  والغيت على طول واتسكر ع الفلوس متى ترجع اللفلوس للحساب😭,negative
حتى شي ان نفسه صارو يطقطقون علينا 😂,neutral
😍😍😍,positive
حتى انتو تذبون علينا,negative
صرنا محتوى عندهم,neutral
شي ان وهما يشحنو اغراض الناس  من يدفعو نقود على هذه التفاهات 🤣🤣🤣,negative
من بيشتري ذي و يضيع فلوسه عاى اشياء تافهه كم رقم المنتج ؟؟,negative
ماشاء الله العظيم اخدونا محتوى دول,positive
رجعت طلبي ومارجعتو الفلوس في المحفظه,negative
True 🤣🤣🤣🤣🤣,positive
أنا الوحيدة الي شفت شكلو مرعب !!!,negative
يطقطقون علينا,negative
ههه أنها منتجات لطيفه,positive
يمونون يمونون,neutral
أمسط نكته شفتها في حياتي,negative
يوه شي ان صارو ينزلون ميمز,negative
صارو ينكتون,negative
ههههه,positive
بعشرين يوم بس بتنحف أكثر من عشرة كيلو 🔥,positive
ودي اخبارك ان طلبي في الساله  ادخل دفع يتحول . ليش,negative
حصان وقرش🙂🙂💔,neutral
😂😂 عرفونا خلاص,positive
Funny 😂😂,positive
صرنا مهزلة عند شي إن,negative
الذبه بالفصحى مو حلوه,negative
😂😂,positive
😂😂😂,positive
🙏🏻😂😂,positive
اخ يا شي ان تذكروني بنفسي,negative
لقد تم تاخر استرداد المال عند السحب من المحفظه لقد تاخر اكتر من شهر ونصف للأسف خدمه سيءه جدا في استرداد المال أريد الحل فورا  لأني لم اجد اي حل مع التطبيق,negative
والله حلوه نوب ثنينهم حيواناتي المفضله😍,positive
عارفنا هطوف شي ان 🌚,negative
😂😂👍🏻,positive
😂,positive
😂😂😂😂اهم شي انكم عارفين الوضع,positive
❤️❤️😍,positive
😂😂😂,positive
ما توقعتها منكم تطقطقون علينا 😢😂,negative
ه,neutral
😂😂😂,positive
يسعدنا ان نكون جزء من مناسباتكم السعيدة ⚘️,positive
Bro used google translate,negative
🔥,positive
😂😂,positive
😂😂,positive
شي ان تنكت بعد😂😂,negative
وقرش 😂,positive
صدق نشتري أشياء غريبه و ما نستخدمها 😂😂😂😂,positive
هههههه,positive
دعنا نضحك قه قه,positive
كم رقمه عجبني,neutral
😂😂 حصان القرش,positive
شي ان يعرف يذب,negative
حتى شي ان ناقدة علينا😭,negative
اهاااا  كذا النظام يعني  اللي عنده رقم الدميه يرسله عشان اشوفها تافهه ولا لا,negative
😂😂😂😂😂,positive
واثقين من عمرهم,neutral
. 😹😹😹😹😹😹,positive
حتى انتم,negative
😂😂😂,positive
والله وطلع له لسان شي ان,negative
😂😂😂😂😂😂😂😂😂😂😂,positive
It looks Shark Sheep 😍😍,neutral
حسبي الله عليكم,negative
يخوف,negative
اثنين في واحد حصان و قرش في نفس الوقت 🧕🏻♥️♥️♥️♥️♥️♥️جاري الطلب,neutral
مالقيته,neutral
التطبيق المفضل لدي واتمنى انهم يعطوني قسيمه شرائيه لان والله بناتي يبكون يبون العاب وملابس منه ادعوا لي ❤️,positive
عاجبهم الوضع واحنا نضيع فلوسنا ع الاشياء التافهه هذي,negative
خدمة زبالة و التوصيل زبالة,negative
انا طلبت وطلع في البرنامج انه وصل قبل يومين ولم اراه كيف اتواصل معاهم,negative
يجي حد معاها ينظف ؟,negative
ماحبيت الفكره. النعمه تتطاير 💔💔,negative
ليش المنتجات اذا حطيتها بالسله تزيد سعرها !؟؟,negative
وبعدين بصير انفجار اسري بسبب التوسيخ والنمل اللي رح يعبي البيت 😂😂,positive
فكره فاشله ولعب بالنعمه  لاتسوقون لذا الاشياء,negative
والحلويات الي بالارض مين رح ياكلها ولا بس لعب واستهتار بالنعمة,negative
ممكن بتحط بدال الحلاوة ورق ملون افضل من هدر النعمة وعزيمة النمل للبيت,negative
فكرة سيئة جدا ممكن تدخل بعيون اللي واقفين حوالين الكعكه او داخل الفم وتسبب اختناق ... الرجاء الغاء الفيديو,negative
ايوه ومن بيكنس بعدها🙂🤏🏻,neutral
وهيك منكون عزمنا النمل والصراصير على عيد الميلاد كمان!  هاي ممكن لو في مكان برا وشكرًا,negative
لو ببلاش بجيبهاش,neutral
وتعالي نظفي المكان 😂 بس حلوه نوعا ما الفكره,positive
نعمة ربي في الأرض 😢,negative
غريبين انتو .يعني لمن تحطوها اكيد تحتها صفره وعلى طاوله واكيد حتكنسو لمن تخلصو الحفله .يعني لومحطوط فيها ترتر او ورق ملون حتخلوه على الارض مثلا برضو حوسه وكنيس .يعني عادي,neutral
حبيت لو ينحط فيها قليتر بدال النعمة ✨,positive
تحذير  لا حد يجرب يخطر عباله يعملها مفاجأة لزوجته .. 🤭😅🤐😷🤕,neutral
لقد تاخر استلام المبلغ المسترد اكتر من شهر ونصف خدمه سيءه للاسف في استرداد المال,negative
.  اشتريلي هذا الشمعه بعيد ميلادي,positive
والحلوى تنتثر بالارض!!,negative
نعمه مايجوز نلعب فيها💔,negative
علشان تفقع عيونهم الحبوب هذي,negative
ناكل حلاوه من شي إن🙄,neutral
احسها مخيفه للأطفال ويمكن تدخل عين واحد صغير بما انها تنفجر يحبون الاطفال مره يقربون من الكيكه 😢,negative
الشمعه فكرتها حلوة بس مو الحلوى لعب بالنعمة بدلها ممكن ورق صغير ملون افضل,positive
احس خطيره لو اطفال تفقع عينه😮,negative
اممم طيب كيف هذه نعمه تطيح عالارض,negative
والنعمه اللي طاحت من يشيلها !؟,negative
واذا دخل بعيون الاطفال,negative
ما حبيت الفكرة وراها تنظيف و بهدله,negative
تهبل تهبل وحلوة على ايش؟! 😂 طار السكر بكل مكان على بعد متر ونص والكيكة ما نزل عليها شي ابدا ما انصح فيها سخيفة.,negative
يجي حد معاها ينظف ؟,negative
ماحبيت الفكره. النعمه تتطاير 💔💔,negative
ليش المنتجات اذا حطيتها بالسله تزيد سعرها !؟؟,negative
وبعدين بصير انفجار اسري بسبب التوسيخ والنمل اللي رح يعبي البيت 😂😂,positive
فكره فاشله ولعب بالنعمه  لاتسوقون لذا الاشياء,negative
ممكن بتحط بدال الحلاوة ورق ملون افضل من هدر النعمة وعزيمة النمل للبيت,negative
والحلويات الي بالارض مين رح ياكلها ولا بس لعب واستهتار بالنعمة,negative
فكرة سيئة جدا ممكن تدخل بعيون اللي واقفين حوالين الكعكه او داخل الفم وتسبب اختناق ... الرجاء الغاء الفيديو,negative
ايوه ومن بيكنس بعدها🙂🤏🏻,neutral
وهيك منكون عزمنا النمل والصراصير على عيد الميلاد كمان!  هاي ممكن لو في مكان برا وشكرًا,positive
لو ببلاش بجيبهاش,negative
وتعالي نظفي المكان 😂 بس حلوه نوعا ما الفكره,positive
والنعمه اللي طاحت من يشيلها !؟,negative
طيب نعمه ناكلها من الأرض مثلآ,neutral
.  اشتريلي هذا الشمعه بعيد ميلادي,positive
نعمة ربي في الأرض 😢,negative
غريبين انتو .يعني لمن تحطوها اكيد تحتها صفره وعلى طاوله واكيد حتكنسو لمن تخلصو الحفله .يعني لومحطوط فيها ترتر او ورق ملون حتخلوه على الارض مثلا برضو حوسه وكنيس .يعني عادي,neutral
